stationid tempinfo preciptype precipq frozenprecipfreq press1 press2 press3 tempdry dewpt 
03103KFLG FLG2006061323500650  NP           0.00             39992   23.372  23.367  23.362    67   31          
03103KFLG FLG2006061323510651  NP           0.00             39992   23.372  23.368  23.362    66   31          
03103KFLG FLG2006061323520652  NP           0.00             39992   23.372  23.367  23.362    67   31          
03103KFLG FLG2006061323530653  NP           0.00             39992   23.372  23.368  23.362    67   31          
03103KFLG FLG2006061323540654  NP           0.00             39992   23.372  23.368  23.362    67   31          
03103KFLG FLG2006061323550655  NP           0.00             39992   23.372  23.367  23.361    67   31          
03103KFLG FLG2006061323560656  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323570657  NP           0.00             39992   23.372  23.368  23.362    67   31          
03103KFLG FLG2006061323580658  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323590659  NP           0.00             39992   23.370  23.366  23.360    67   31          
03103KFLG FLG2006061400000700  NP           0.00             39992   23.371  23.366  23.360    67   31          
03103KFLG FLG2006061400010701  NP           0.00             39992   23.370  23.366  23.360    67   31          
03103KFLG FLG2006061400020702  NP           0.00             39992   23.370  23.365  23.359    67   31          
03103KFLG FLG2006061400030703  NP           0.00             39992   23.370  23.365  23.359    67   31          
03103KFLG FLG2006061400040704  NP           0.00             39992   23.369  23.365  23.359    66   31          
03103KFLG FLG2006061400050705  NP           0.00             39992   23.369  23.364  23.359    66   31          
03103KFLG FLG2006061400060706  NP           0.00             39992   23.368  23.364  23.358    66   31          
03103KFLG FLG2006061400070707  NP           0.00             39992   23.368  23.363  23.357    67   31          
03103KFLG FLG2006061400080708  NP           0.00             39992   23.368  23.363  23.357    66   31          
03103KFLG FLG2006061400090709  NP           0.00             39992   23.367  23.363  23.357    66   31          
03103KFLG FLG2006061400100710  NP           0.00             39992   23.367  23.362  23.356    66   31          
03103KFLG FLG2006061400110711  NP           0.00             39992   23.366  23.362  23.356    66   31          
03103KFLG FLG2006061400120712  NP           0.00             39992   23.366  23.362  23.356    66   31          
03103KFLG FLG2006061400130713  NP           0.00             39992   23.366  23.362  23.356    66   31          
03103KFLG FLG2006061400140714  NP           0.00             39992   23.365  23.361  23.355    67   31          
03103KFLG FLG2006061400150715  NP           0.00             39992   23.365  23.361  23.355    67   31          
03103KFLG FLG2006061400160716  NP           0.00             39992   23.365  23.361  23.355    67   31          
